Summary of Image Quality Metrics:
Mean PSNR: 23.68, Max PSNR: 30.82
Mean RMSE: 0.0710, Max RMSE: 0.2201
Mean BRISQUE: 39.1457, Max BRISQUE: 62.8241
Mean CPBD: 0.3138, Max CPBD: 0.7530
Mean JNB: 2.0734, Max JNB: 3.6544
Mean FSIM: 0.8650, Max FSIM: 0.9604
Mean MSSIM: 0.8802, Max MSSIM: 0.9684
Mean TVD: 0.1749, Max TVD: 0.5421
Mean lpc: 0.7486, Max lpc: 0.9593
