Summary of Image Quality Metrics:
Mean PSNR: 21.43, Max PSNR: 27.68
Mean RMSE: 0.0905, Max RMSE: 0.2240
Mean BRISQUE: 40.1452, Max BRISQUE: 63.2376
Mean CPBD: 0.3206, Max CPBD: 0.7337
Mean JNB: 2.1511, Max JNB: 3.6151
Mean FSIM: 0.8263, Max FSIM: 0.9343
Mean MSSIM: 0.8438, Max MSSIM: 0.9489
Mean TVD: 0.2126, Max TVD: 0.5486
Mean lpc: 0.7800, Max lpc: 0.9553
