Summary of Image Quality Metrics:
Mean PSNR: 15.64, Max PSNR: 19.10
Mean RMSE: 0.1699, Max RMSE: 0.2297
Mean BRISQUE: 47.5138, Max BRISQUE: 58.5823
Mean CPBD: 0.1976, Max CPBD: 0.5191
Mean JNB: 1.8230, Max JNB: 2.8725
Mean FSIM: 0.6482, Max FSIM: 0.6799
Mean MSSIM: 0.4792, Max MSSIM: 0.5633
Mean TVD: 0.3912, Max TVD: 0.5681
Mean lpc: 0.8420, Max lpc: 0.9320
