Summary of Image Quality Metrics:
Mean PSNR: 22.29, Max PSNR: 27.08
Mean RMSE: 0.0812, Max RMSE: 0.2196
Mean BRISQUE: 44.3789, Max BRISQUE: 62.8355
Mean CPBD: 0.2469, Max CPBD: 0.6951
Mean JNB: 2.1820, Max JNB: 3.3979
Mean FSIM: 0.8093, Max FSIM: 0.8844
Mean MSSIM: 0.8368, Max MSSIM: 0.9021
Mean TVD: 0.2140, Max TVD: 0.5604
Mean lpc: 0.7862, Max lpc: 0.9587
