Summary of Image Quality Metrics:
Mean PSNR: 15.10, Max PSNR: 17.83
Mean RMSE: 0.1794, Max RMSE: 0.2361
Mean BRISQUE: 45.4846, Max BRISQUE: 56.7228
Mean CPBD: 0.1901, Max CPBD: 0.5639
Mean JNB: 1.5954, Max JNB: 3.0415
Mean FSIM: 0.6526, Max FSIM: 0.6854
Mean MSSIM: 0.4476, Max MSSIM: 0.5017
Mean TVD: 0.3935, Max TVD: 0.5702
Mean lpc: 0.8439, Max lpc: 0.9393
