Summary of Image Quality Metrics:
Mean PSNR: 27.85, Max PSNR: 36.67
Mean RMSE: 0.0481, Max RMSE: 0.2158
Mean BRISQUE: 27.9282, Max BRISQUE: 46.9274
Mean CPBD: 0.5398, Max CPBD: 0.8225
Mean JNB: 2.8736, Max JNB: 4.6198
Mean FSIM: 0.9435, Max FSIM: 0.9958
Mean MSSIM: 0.9438, Max MSSIM: 0.9949
Mean TVD: 0.1313, Max TVD: 0.5360
Mean lpc: 0.8653, Max lpc: 0.9287
