Summary of Image Quality Metrics:
Mean PSNR: 15.70, Max PSNR: 19.21
Mean RMSE: 0.1679, Max RMSE: 0.3169
Mean BRISQUE: 47.4234, Max BRISQUE: 58.5823
Mean CPBD: 0.1856, Max CPBD: 0.6362
Mean JNB: 1.8388, Max JNB: 2.8725
Mean FSIM: 0.6146, Max FSIM: 0.7363
Mean MSSIM: 0.4512, Max MSSIM: 0.7262
Mean TVD: 0.3807, Max TVD: 0.7781
Mean lpc: 0.8613, Max lpc: 0.9560
