Summary of Image Quality Metrics:
Mean PSNR: 22.64, Max PSNR: 27.96
Mean RMSE: 0.0786, Max RMSE: 0.2181
Mean BRISQUE: 41.9778, Max BRISQUE: 63.1351
Mean CPBD: 0.2929, Max CPBD: 0.7197
Mean JNB: 2.0470, Max JNB: 3.3588
Mean FSIM: 0.8296, Max FSIM: 0.9213
Mean MSSIM: 0.8539, Max MSSIM: 0.9372
Mean TVD: 0.1983, Max TVD: 0.5386
Mean lpc: 0.7653, Max lpc: 0.9568
