Summary of Image Quality Metrics:
Mean PSNR: 18.41, Max PSNR: 24.71
Mean RMSE: 0.1274, Max RMSE: 0.2043
Mean BRISQUE: 45.1090, Max BRISQUE: 57.0610
Mean CPBD: 0.3017, Max CPBD: 0.6268
Mean JNB: 2.5802, Max JNB: 3.6388
Mean FSIM: 0.7219, Max FSIM: 0.8603
Mean MSSIM: 0.7179, Max MSSIM: 0.8664
Mean TVD: 0.3571, Max TVD: 0.6063
Mean lpc: 0.8456, Max lpc: 0.9548
