Summary of Image Quality Metrics:
Mean PSNR: 21.74, Max PSNR: 33.76
Mean RMSE: 0.0971, Max RMSE: 0.4489
Mean BRISQUE: 34.8149, Max BRISQUE: 56.4267
Mean CPBD: 0.5258, Max CPBD: 0.8961
Mean JNB: 3.4086, Max JNB: 6.9813
Mean FSIM: 0.8707, Max FSIM: 0.9873
Mean MSSIM: 0.8612, Max MSSIM: 0.9845
Mean TVD: 0.2639, Max TVD: 1.2763
Mean lpc: 0.9225, Max lpc: 0.9684
